iter	RMSE
218	71.87605087
219	71.70995864
220	71.54748985
221	71.35915868
222	71.19303218
223	70.9409789
224	70.78606555
225	70.5486759
226	70.33646863
227	70.07669423
228	69.87059809
229	69.72601397
230	69.60469736
231	69.34473087
232	69.10602844
233	68.9639034
234	68.73648082
235	68.60370469
236	68.47542099
237	68.22476319
238	68.05087978
239	67.92211253
240	67.73680252
241	67.60062217
242	67.47821363
243	67.40474765
244	67.21109312
245	67.01790824
246	66.8845259
247	66.72239805
248	66.54112554
249	66.4245241
250	66.2559527
251	66.09214666
252	65.93597751
253	65.68564098
254	65.5893256
255	65.39448313
256	65.14836892
257	65.01817195
258	64.87011466
259	64.63020348
260	64.48652678
261	64.36551936
262	64.18190713
263	64.06308703
264	63.92276085
265	63.80625841
266	63.5731791
267	63.35249853
268	63.12873899
269	62.97882839
270	62.86532599
271	62.73189339
272	62.62995036
273	62.40704021
274	62.29711023
275	62.18938611
276	61.9694854
277	61.76145329
278	61.54727758
279	61.42200778
280	61.29899656
281	61.12570535
282	61.01988249
283	60.89961659
284	60.79580632
285	60.59715429
286	60.50286926
287	60.43925428
288	60.37646545
289	60.31449149
290	60.11816791
291	60.00249895
292	59.91850858
293	59.71213172
294	59.62729455
295	59.51462054
296	59.45360795
297	59.26284448
298	59.08957404
299	59.02901059
300	58.92044999
301	58.8606202
302	58.75396298
303	58.64921879
304	58.54635151
305	58.48715119
306	58.42871072
307	58.34858739
308	58.24795905
309	58.06439476
310	58.00750424
311	57.9513429
312	57.85817478
313	57.702943
314	57.60864919
315	57.51202194
316	57.43273831
317	57.33288008
318	57.25499889
319	57.15704786
320	57.06084348
321	56.96951797
322	56.87483599
323	56.71622893
324	56.66077279
325	56.6060226
326	56.5519692
327	56.45938098
328	56.36831765
329	56.29442802
330	56.20178127
331	56.1487916
332	56.09647689
333	56.00793896
334	55.9206637
335	55.76694656
336	55.67618383
337	55.62454899
338	55.53895101
339	55.44956676
340	55.39849372
341	55.31064489
342	55.2601748
343	55.17383264
344	55.08881333
345	55.03888893
346	54.95503075
347	54.8181436
348	54.76869826
349	54.68652927
350	54.61862234
351	54.52182392
352	54.43927275
353	54.35529329
354	54.27529621
355	54.1964357
356	54.13173428
357	54.05049383
358	53.98733628
359	53.90450067
360	53.8249422
361	53.75741265
362	53.69575417
363	53.61420437
364	53.53649282
365	53.44401572
366	53.3675432
367	53.197019
368	53.09245056
369	53.01700273
370	52.92808993
371	52.85347032
372	52.77606943
373	52.70208875
374	52.62587223
375	52.56829227
376	52.50190512
377	52.42938089
378	52.36410267
379	52.29202246
380	52.23618958
381	52.17208152
382	52.10904275
383	52.03849414
384	51.96895619
385	51.89966272
386	51.82377062
387	51.76182162
388	51.6871717
389	51.61867443
390	51.55115707
391	51.46648835
392	51.39887697
393	51.33261883
394	51.1668446
395	51.06855438
396	51.00295992
397	50.95209701
398	50.88038887
399	50.81608803
400	50.73514875
401	50.66969901
402	50.59956249
403	50.53628709
404	50.44192385
405	50.38051664
406	50.31795726
407	50.25405768
408	50.20641365
409	50.14601766
410	50.07740422
411	50.01637937
412	49.95623417
413	49.86345962
414	49.80382443
415	49.74192327
416	49.68337261
417	49.61617377
418	49.55682462
419	49.49622303
420	49.4205398
421	49.36225738
422	49.30216944
423	49.24451735
424	49.18736954
425	49.128875
426	48.96859659
427	48.90291865
428	48.84664311
429	48.78965809
430	48.73233067
431	48.64234962
432	48.5782478
433	48.52271288
434	48.4506022
435	48.39496693
436	48.33894704
437	48.18247063
438	48.0955899
439	48.03919546
440	47.98453825
441	47.92266486
442	47.86855467
443	47.81409736
444	47.75289736
445	47.69930227
446	47.64476223
447	47.58904821
448	47.53419421
449	47.48129212
450	47.42941124
451	47.3754388
452	47.32389343
453	47.17067416
454	47.11742747
455	47.0655443
456	46.99666914
457	46.946166
458	46.79505101
459	46.74493034
460	46.6849678
461	46.63415724
462	46.59677412
463	46.54391779
464	46.49186478
465	46.44276504
466	46.39435165
467	46.34310645
468	46.29502853
469	46.24449621
470	46.19736697
471	46.04807938
472	45.98100548
473	45.93217587
474	45.88538506
475	45.73828742
476	45.65404046
477	45.60377323
478	45.55773681
479	45.49961781
480	45.45165888
481	45.406419
482	45.32375858
483	45.26022291
484	45.21428946
485	45.04985678
486	45.00456795
487	44.954671
488	44.91059594
489	44.85411285
490	44.8074078
491	44.64496469
492	44.59558779
493	44.55224394
494	44.49676776
495	44.45252786
496	44.40677415
497	44.34587468
498	44.29731323
499	44.13722269
500	44.08303855
501	44.03963472
502	43.99686257
503	43.83903515
504	43.78973875
505	43.74202262
506	43.68853708
507	43.64625323
508	43.59758344
509	43.55343273
510	43.50696181
511	43.44850967
512	43.40718878
513	43.25135182
514	43.20310636
515	43.16230055
516	43.116786
517	43.06392416
518	43.02365621
519	42.97150918
520	42.93161675
521	42.883795
522	42.84157769
523	42.79732408
524	42.74562354
525	42.6893464
526	42.65014335
527	42.61150899
528	42.45820291
529	42.41475702
530	42.26319201
531	42.21551135
532	42.16852756
533	42.13043856
534	42.08781044
535	42.03713225
536	41.98283914
537	41.94516654
538	41.9048153
539	41.86797577
540	41.71840838
541	41.67164431
542	41.63005064
543	41.58028485
544	41.54383464
545	41.41451454
546	41.37528549
547	41.32894566
548	41.28831788
549	41.23538848
550	41.19975922
551	41.16150594
552	41.01520696
553	40.96031329
554	40.9143275
555	40.87966339
556	40.83439653
557	40.79664201
558	40.67080666
559	40.63633237
560	40.59151236
561	40.55245157
562	40.49946536
563	40.45527079
564	40.41840896
565	40.37480928
566	40.34105016
567	40.29802359
568	40.26470222
569	40.22682165
570	40.18437365
571	40.14253416
572	40.10970203
573	40.07422809
574	39.94983712
575	39.91796413
576	39.84392063
577	39.80735085
578	39.76645538
579	39.7317448
580	39.65939389
581	39.62766747
582	39.59706435
583	39.45368521
584	39.38227931
585	39.34692728
586	39.30736345
587	39.2762511
588	39.24268798
589	39.10037883
590	39.06113902
591	39.03160758
592	38.89075777
593	38.82092718
594	38.78663882
595	38.71795148
596	38.66740195
597	38.63379812
598	38.59586206
599	38.56572746
600	38.52827699
601	38.49853815
602	38.46156638
603	38.42878045
604	38.36233821
605	38.31337938
606	38.28124247
607	38.24517367
608	38.20961329
609	38.18049286
610	38.14538384
611	38.11379833
612	38.04952885
613	38.0226728
614	37.97526614
615	37.94435125
616	37.91007992
617	37.84721518
618	37.81897804
619	37.78870227
620	37.755256
621	37.72747639
622	37.69445273
623	37.64853198
624	37.61592657
625	37.58634059
626	37.52545968
627	37.49821121
628	37.47833015
629	37.44648848
630	37.4150932
631	37.39549093
632	37.25272689
633	37.22163144
634	37.16498613
635	37.13425542
636	37.10764068
637	37.05247407
638	36.91157679
639	36.77230064
640	36.63462602
641	36.49853364
642	36.36400453
643	36.23101998
644	36.17066504
645	36.03898634
646	35.90881604
647	35.78013634
648	35.65292968
649	35.52717879
650	35.4666995
651	35.34216842
652	35.21905988
653	35.09735739
654	34.9770447
655	34.95687428
656	34.89648194
657	34.87662609
658	34.85708791
659	34.797631
660	34.77543073
661	34.75363613
662	34.72277727
663	34.69234924
664	34.67337876
665	34.64335879
666	34.59325435
667	34.56358768
668	34.51472872
669	34.39483658
670	34.27631072
671	34.1591355
672	34.0432955
673	33.9287755
674	33.81556052
675	33.75684168
676	33.64470535
677	33.53384555
678	33.42424791
679	33.31589822
680	33.20878251
681	33.14993923
682	33.13054641
683	33.10865014
684	33.07876478
685	33.05724426
686	33.02775095
687	33.00892434
688	32.97982734
689	32.93457341
690	32.90582024
691	32.88490979
692	32.85653179
693	32.8124801
694	32.70581241
695	32.60036052
696	32.49611086
697	32.43889693
698	32.3356325
699	32.23354472
700	32.13262054
701	32.03284705
702	31.93421152
703	31.87688339
704	31.85798695
705	31.83696996
706	31.80873305
707	31.78807405
708	31.76020617
709	31.74184685
710	31.71435306
711	31.61510887
712	31.58510487
713	31.52930681
714	31.49979429
715	31.47953565
716	31.45255303
717	31.43263658
718	31.40600499
719	31.30744471
720	31.2810898
721	31.26140645
722	31.23539329
723	31.20626715
724	31.18101063
725	31.16168468
726	31.13677351
727	31.11779102
728	31.09237463
729	31.07515393
730	31.05071503
731	30.9921392
732	30.96356587
733	30.93942738
734	30.92081119
735	30.89699929
736	30.86892649
737	30.84542443
738	30.82715744
739	30.80397097
740	30.78110091
741	30.76456166
742	30.74197988
743	30.71453072
744	30.69223939
745	30.6743995
746	30.65240385
747	30.63633252
748	30.6146123
749	30.58778118
750	30.5292728
751	30.42846678
752	30.37147344
753	30.35384097
754	30.33229822
755	30.31659445
756	30.26044321
757	30.23914802
758	30.21249422
759	30.1571466
760	30.13610013
761	30.11871051
762	30.0641855
763	30.01056708
764	29.98403245
765	29.93118444
766	29.83447856
767	29.81357628
768	29.79621552
769	29.74459614
770	29.72393958
771	29.70680346
772	29.65593142
773	29.6058929
774	29.58185092
775	29.48783508
776	29.46734269
777	29.45222259
778	29.40327584
779	29.37675121
780	29.32848446
781	29.30818526
782	29.28453758
783	29.23692165
784	29.21685858
785	29.19068304
786	29.1437002
787	29.1203366
788	29.07399641
789	29.05412675
790	28.96076027
791	28.9411085
792	28.92413624
793	28.87881494
794	28.8342181
795	28.81476769
796	28.7236574
797	28.70441917
798	28.66087181
799	28.57162982
800	28.55258047
801	28.46480545
802	28.44596206
803	28.42898804
804	28.38674766
805	28.34517747
806	28.32652318
807	28.24086062
808	28.22240741
809	28.18180345
810	28.09790041
811	28.0796263
812	28.06472324
813	28.02505343
814	27.94281717
815	27.90409894
816	27.88596529
817	27.84783642
818	27.76760747
819	27.7303866
820	27.71240985
821	27.67575193
822	27.59747283
823	27.5616818
824	27.52644666
825	27.50860745
826	27.43222345
827	27.38365743
828	27.3090079
829	27.27516628
830	27.24184865
831	27.2240905
832	27.15124769
833	27.11869215
834	27.07282072
835	26.99565447
836	26.92280008
837	26.90508776
838	26.88955942
839	26.87205721
840	26.85676884
841	26.8119243
842	26.73657731
843	26.66219036
844	26.61858773
845	26.54527404
846	26.47289313
847	26.43049763
848	26.35915877
849	26.28427425
850	26.24294058
851	26.16907218
852	26.1397254
853	26.06693828
854	26.02678009
855	25.9549776
856	25.91835423
857	25.84755839
858	25.78138148
859	25.74225187
860	25.67312961
861	25.63741964
862	25.56925975
863	25.50201131
864	25.46709947
865	25.40078347
866	25.36252005
867	25.29707971
868	25.26293796
869	25.19839937
870	25.1609629
871	25.09727023
872	25.03442287
873	25.00104302
874	24.94170966
875	24.90515698
876	24.84379331
877	24.78324137
878	24.75061528
879	24.69088627
880	24.65507368
881	24.59611407
882	24.56415327
883	24.50599044
884	24.44859302
885	24.41348517
886	24.35682041
887	24.32551273
888	24.26960844
889	24.23519705
890	24.1800017
891	24.12729368
892	24.0966354
893	24.0427374
894	24.012719
895	23.95953924
896	23.92577218
897	23.87325892
898	23.82143096
899	23.79198237
900	23.74084074
901	23.70768396
902	23.65717803
903	23.6282629
904	23.57842264
905	23.53041016
906	23.49793635
907	23.44921794
908	23.42084843
909	23.37276918
910	23.34088842
911	23.29339975
912	23.24652654
913	23.21865174
914	23.17239011
915	23.14104807
916	23.09535048
917	23.05024366
918	23.02284085
919	22.96177042
920	22.93483704
921	22.87471324
922	22.83171789
923	22.80079834
924	22.7420149
925	22.68422949
926	22.6574859
927	22.60059105
928	22.54465988
929	22.51419461
930	22.49647658
931	22.45552556
932	22.42899168
933	22.4114669
934	22.39423272
935	22.36811625
936	22.31337978
937	22.28336268
938	22.26637611
939	22.21256085
940	22.18662255
941	22.16989128
942	22.11693532
943	22.08738726
944	22.03527847
945	21.98404393
946	21.95820226
947	21.91908865
948	21.89378321
949	21.87728316
950	21.82717584
951	21.79789185
952	21.75964039
953	21.72188465
954	21.69683177
955	21.6482148
956	21.61939363
957	21.60311759
958	21.56619211
959	21.54138427
960	21.49387321
961	21.46551541
962	21.4494537
963	21.41333965
964	21.38877219
965	21.35312543
966	21.32523067
967	21.30934256
968	21.26326409
969	21.23893223
970	21.2040666
971	21.18023944
972	21.16452257
973	21.13690847
974	21.12143271
975	21.0763572
976	21.0526989
977	21.01858761
978	20.98491714
979	20.95771019
980	20.91397539
981	20.89058575
982	20.87528208
983	20.8423473
984	20.81556689
985	20.77282758
986	20.74965106
987	20.7345495
988	20.70233399
989	20.67958893
990	20.64778717
991	20.62124212
992	20.57973212
993	20.55723618
994	20.54227955
995	20.5111704
996	20.48861972
997	20.46222815
998	20.42159953
999	20.39115208
