iter	Passed	Remaining
0	0	306
1	0	245
2	0	207
3	0	181
4	0	167
5	0	160
6	1	155
7	1	148
8	1	143
9	1	140
10	1	134
11	1	132
12	1	128
13	1	125
14	1	123
15	1	119
16	2	117
17	2	115
18	2	112
19	2	111
20	2	110
21	2	110
22	2	108
23	2	109
24	2	108
25	2	107
26	2	105
27	3	105
28	3	104
29	3	103
30	3	103
31	3	102
32	3	102
33	3	101
34	3	101
35	3	100
36	3	99
37	3	99
38	4	99
39	4	98
40	4	97
41	4	96
42	4	96
43	4	95
44	4	95
45	4	95
46	4	95
47	4	94
48	4	94
49	4	94
50	5	93
51	5	93
52	5	93
53	5	93
54	5	93
55	5	93
56	5	92
57	5	92
58	5	92
59	5	92
60	6	92
61	6	92
62	6	91
63	6	91
64	6	90
65	6	90
66	6	89
67	6	89
68	6	88
69	6	88
70	6	89
71	6	88
72	6	88
73	7	88
74	7	87
75	7	87
76	7	87
77	7	87
78	7	87
79	7	87
80	7	87
81	7	87
82	7	86
83	7	86
84	8	86
85	8	86
86	8	86
87	8	86
88	8	86
89	8	86
90	8	85
91	8	85
92	8	85
93	8	85
94	8	85
95	9	85
96	9	85
97	9	85
98	9	85
99	9	84
100	9	84
101	9	84
102	9	84
103	9	84
104	9	84
105	9	84
106	10	84
107	10	84
108	10	84
109	10	84
110	10	83
111	10	84
112	10	84
113	10	84
114	10	84
115	11	84
116	11	84
117	11	84
118	11	84
119	11	84
120	11	84
121	11	84
122	11	84
123	11	84
124	12	84
125	12	84
126	12	84
127	12	84
128	12	84
129	12	84
130	12	84
131	12	84
132	12	84
133	13	84
134	13	84
135	13	84
136	13	84
137	13	83
138	13	83
139	13	83
140	13	83
141	13	83
142	13	83
143	14	83
144	14	83
145	14	83
146	14	83
147	14	83
148	14	83
149	14	83
150	14	83
151	14	83
152	15	83
153	15	83
154	15	83
155	15	83
156	15	82
157	15	82
158	15	82
159	15	82
160	15	82
161	15	82
162	16	82
163	16	82
164	16	82
165	16	82
166	16	82
167	16	82
168	16	81
169	16	81
170	16	81
171	16	81
172	17	81
173	17	81
174	17	81
175	17	81
176	17	81
177	17	81
178	17	81
179	17	81
180	17	81
181	18	81
182	18	80
183	18	80
184	18	80
185	18	80
186	18	80
187	18	80
188	18	80
189	18	80
190	18	80
191	19	80
192	19	80
193	19	80
194	19	80
195	19	80
196	19	80
197	19	80
198	19	79
199	19	79
200	20	79
201	20	79
202	20	79
203	20	79
204	20	79
205	20	79
206	20	79
207	20	79
208	20	79
209	20	78
210	21	78
211	21	78
212	21	78
213	21	78
214	21	78
215	21	78
216	21	78
217	21	78
218	21	78
219	22	78
220	22	78
221	22	78
222	22	78
223	22	77
224	22	77
225	22	77
226	22	77
227	22	77
228	23	77
229	23	77
230	23	77
231	23	77
232	23	77
233	23	77
234	23	77
235	23	77
236	23	76
237	24	76
238	24	76
239	24	76
240	24	76
241	24	76
242	24	76
243	24	76
244	24	76
245	24	76
246	24	76
247	25	76
248	25	75
249	25	75
250	25	75
251	25	75
252	25	75
253	25	75
254	25	75
255	25	75
256	26	75
257	26	75
258	26	75
259	26	75
260	26	75
261	26	74
262	26	74
263	26	74
264	26	74
265	27	74
266	27	74
267	27	74
268	27	74
269	27	74
270	27	74
271	27	73
272	27	73
273	27	73
274	27	73
275	28	73
276	28	73
277	28	73
278	28	73
279	28	73
280	28	73
281	28	73
282	28	73
283	28	72
284	29	72
285	29	72
286	29	72
287	29	72
288	29	72
289	29	72
290	29	72
291	29	72
292	29	72
293	30	72
294	30	72
295	30	71
296	30	71
297	30	71
298	30	71
299	30	71
300	30	71
301	30	71
302	31	71
303	31	71
304	31	71
305	31	71
306	31	70
307	31	70
308	31	70
309	31	70
310	31	70
311	31	70
312	32	70
313	32	70
314	32	70
315	32	70
316	32	69
317	32	69
318	32	69
319	32	69
320	32	69
321	33	69
322	33	69
323	33	69
324	33	69
325	33	69
326	33	69
327	33	69
328	33	68
329	33	68
330	34	68
331	34	68
332	34	68
333	34	68
334	34	68
335	34	68
336	34	68
337	34	68
338	34	68
339	35	68
340	35	67
341	35	67
342	35	67
343	35	67
344	35	67
345	35	67
346	35	67
347	35	67
348	36	67
349	36	67
350	36	66
351	36	66
352	36	66
353	36	66
354	36	66
355	36	66
356	36	66
357	36	66
358	37	66
359	37	66
360	37	66
361	37	65
362	37	65
363	37	65
364	37	65
365	37	65
366	37	65
367	38	65
368	38	65
369	38	65
370	38	65
371	38	65
372	38	64
373	38	64
374	38	64
375	38	64
376	39	64
377	39	64
378	39	64
379	39	64
380	39	64
381	39	64
382	39	63
383	39	63
384	39	63
385	40	63
386	40	63
387	40	63
388	40	63
389	40	63
390	40	63
391	40	63
392	40	62
393	40	62
394	40	62
395	41	62
396	41	62
397	41	62
398	41	62
399	41	62
400	41	62
401	41	62
402	41	61
403	41	61
404	42	61
405	42	61
406	42	61
407	42	61
408	42	61
409	42	61
410	42	61
411	42	61
412	42	60
413	43	60
414	43	60
415	43	60
416	43	60
417	43	60
418	43	60
419	43	60
420	43	60
421	43	60
422	43	60
423	44	59
424	44	59
425	44	59
426	44	59
427	44	59
428	44	59
429	44	59
430	44	59
431	44	59
432	45	59
433	45	58
434	45	58
435	45	58
436	45	58
437	45	58
438	45	58
439	45	58
440	45	58
441	46	58
442	46	58
443	46	57
444	46	58
445	46	58
446	47	58
447	47	58
448	47	58
449	47	58
450	47	57
451	47	57
452	47	57
453	47	57
454	48	57
455	48	57
456	48	57
457	48	57
458	48	57
459	48	57
460	48	57
461	48	56
462	48	56
463	49	56
464	49	56
465	49	56
466	49	56
467	49	56
468	49	56
469	49	56
470	49	56
471	50	55
472	50	55
473	50	55
474	50	55
475	50	55
476	50	55
477	50	55
478	50	55
479	50	55
480	51	55
481	51	54
482	51	54
483	51	54
484	51	54
485	51	54
486	51	54
487	51	54
488	51	54
489	51	54
490	52	54
491	52	53
492	52	53
493	52	53
494	52	53
495	52	53
496	52	53
497	52	53
498	52	53
499	53	53
500	53	52
501	53	52
502	53	52
503	53	52
504	53	52
505	53	52
506	53	52
507	53	52
508	54	52
509	54	52
510	54	51
511	54	51
512	54	51
513	54	51
514	54	51
515	54	51
516	55	51
517	55	51
518	55	51
519	55	51
520	55	50
521	55	50
522	55	50
523	55	50
524	55	50
525	56	50
526	56	50
527	56	50
528	56	50
529	56	50
530	56	49
531	56	49
532	56	49
533	56	49
534	57	49
535	57	49
536	57	49
537	57	49
538	57	49
539	57	49
540	57	48
541	57	48
542	57	48
543	58	48
544	58	48
545	58	48
546	58	48
547	58	48
548	58	48
549	58	48
550	58	47
551	58	47
552	59	47
553	59	47
554	59	47
555	59	47
556	59	47
557	59	47
558	59	47
559	59	46
560	59	46
561	59	46
562	60	46
563	60	46
564	60	46
565	60	46
566	60	46
567	60	46
568	60	46
569	60	45
570	60	45
571	61	45
572	61	45
573	61	45
574	61	45
575	61	45
576	61	45
577	61	45
578	61	44
579	61	44
580	62	44
581	62	44
582	62	44
583	62	44
584	62	44
585	62	44
586	62	44
587	62	44
588	62	43
589	63	43
590	63	43
