Count
""
""
""
""
""
""
""
""
""
""
""
""
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
37.0
186.0
316.0
145.0
104.0
22.0
18.0
7.0
6.0
4.0
483.0
222.0
35.0
76.0
12.0
48.0
-14.0
14.0
1.0
0.0
5.0
16.0
333.0
7.0
128.0
-41.0
12.0
-4.0
-12.0
