Count
""
""
""
""
""
""
""
""
""
""
""
""
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
250.0
165.0
55.0
23.0
8.0
11.0
59.0
187.0
317.0
461.0
455.0
590.0
468.0
191.0
98.0
49.0
65.0
29.0
87.0
386.0
456.0
11.0
-221.0
-280.0
-337.0
-80.0
-115.0
-52.0
-15.0
-40.0
-146.0
-220.0
-318.0
215.0
281.0
273.0
164.0
16.0
45.0
30.0
-21.0
14.0
5.0
1029.0
24.0
-249.0
-171.0
-354.0
-267.0
-83.0
5.0
-33.0
-20.0
-9.0
5.0
-586.0
-21.0
-241.0
-213.0
123.0
2.0
-108.0
