Count
""
""
""
""
""
""
""
""
""
""
""
""
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
968.0
3532.0
3295.0
801.0
150.0
173.0
84.0
248.0
8160.0
2547.0
1643.0
2094.0
2032.0
-140.0
-139.0
28.0
88.0
-35.0
128.0
245.0
733.0
997.0
1145.0
37.0
-329.0
1740.0
-375.0
