Count
""
""
""
""
""
""
""
""
""
""
""
""
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
36.0
40.0
94.0
120.0
195.0
213.0
102.0
32.0
17.0
9.0
4.0
4.0
247.0
57.0
-60.0
-6.0
-45.0
-128.0
-27.0
-2.0
-10.0
-7.0
2.0
10.0
32.0
83.0
94.0
-43.0
-17.0
71.0
-45.0
