Count
""
""
""
""
""
""
""
""
""
""
""
""
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
134.0
617.0
487.0
190.0
26.0
65.0
15.0
7.0
985.0
346.0
329.0
375.0
589.0
319.0
92.0
-41.0
32.0
11.0
43.0
152.0
1331.0
734.0
271.0
852.0
793.0
633.0
69.0
