Count
""
""
""
""
""
""
""
""
""
""
""
""
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
336.0
680.0
962.0
672.0
596.0
833.0
790.0
205.0
59.0
148.0
77.0
544.0
878.0
236.0
-536.0
-319.0
-243.0
66.0
-419.0
-97.0
-30.0
-124.0
-77.0
-537.0
-696.0
-303.0
208.0
30.0
236.0
301.0
217.0
-32.0
37.0
78.0
45.0
38.0
1445.0
143.0
-35.0
143.0
-55.0
-476.0
-21.0
65.0
15.0
-58.0
-7.0
40.0
8.0
-30.0
-226.0
-264.0
-4.0
27.0
-278.0
